partido,nome,uf,id_dep,tema,s_opiniao
pmdb,Marinha Raupp,RO,74177,Maioridade 2,N
pmdb,Marinha Raupp,RO,74177,Pensão,S
pmdb,Marinha Raupp,RO,74177,Reeleição,S
pmdb,Marinha Raupp,RO,74177,Seguro Desemprego,S
pmdb,Marinha Raupp,RO,74177,Tempo Mandato,S
pmdb,Marinha Raupp,RO,74177,Terceirização,N
pmdb,Marinha Raupp,RO,74177,Transgênico,S
pmdb,Marinha Raupp,RO,74177,Voto Facultativo,N
pmdb,Marinha Raupp,RO,74177,Voto impresso,S
pmdb,Marquinho Mendes,RJ,181315,Coincidência reeleição,S
pmdb,Marquinho Mendes,RJ,181315,Cota para mulheres legislativo,S
pmdb,Marquinho Mendes,RJ,181315,Distritao,S
pmdb,Marquinho Mendes,RJ,181315,Financiamento privado para partidos,S
pmdb,Marquinho Mendes,RJ,181315,Financiamento privado para partidos e candidatos,S
pmdb,Marquinho Mendes,RJ,181315,Maioridade 1,S
pmdb,Marquinho Mendes,RJ,181315,Maioridade 2,S
pmdb,Marquinho Mendes,RJ,181315,Pensão,S
pmdb,Marquinho Mendes,RJ,181315,Reeleição,S
pmdb,Marquinho Mendes,RJ,181315,Seguro Desemprego,S
pmdb,Marquinho Mendes,RJ,181315,Tempo Mandato,S
pmdb,Marquinho Mendes,RJ,181315,Terceirização,S
pmdb,Marquinho Mendes,RJ,181315,Transgênico,S
pmdb,Marquinho Mendes,RJ,181315,Voto Facultativo,S
pmdb,Marquinho Mendes,RJ,181315,Voto impresso,S
pmdb,Marx Beltrão,AL,178843,Coincidência reeleição,S
pmdb,Marx Beltrão,AL,178843,Cota para mulheres legislativo,S
pmdb,Marx Beltrão,AL,178843,Distritao,S
pmdb,Marx Beltrão,AL,178843,Financiamento privado para partidos,S
pmdb,Marx Beltrão,AL,178843,Financiamento privado para partidos e candidatos,S
pmdb,Marx Beltrão,AL,178843,Maioridade 1,S
pmdb,Marx Beltrão,AL,178843,Maioridade 2,S
pmdb,Marx Beltrão,AL,178843,Pensão,N
pmdb,Marx Beltrão,AL,178843,Reeleição,N
pmdb,Marx Beltrão,AL,178843,Seguro Desemprego,S
pmdb,Marx Beltrão,AL,178843,Tempo Mandato,S
pmdb,Marx Beltrão,AL,178843,Terceirização,S
pmdb,Marx Beltrão,AL,178843,Transgênico,S
pmdb,Marx Beltrão,AL,178843,Voto Facultativo,S
pmdb,Marx Beltrão,AL,178843,Voto impresso,S
pmdb,Mauro Lopes,MG,74749,Coincidência reeleição,S
pmdb,Mauro Lopes,MG,74749,Cota para mulheres legislativo,N
pmdb,Mauro Lopes,MG,74749,Distritao,S
pmdb,Mauro Lopes,MG,74749,Financiamento privado para partidos,S
pmdb,Mauro Lopes,MG,74749,Financiamento privado para partidos e candidatos,S
pmdb,Mauro Lopes,MG,74749,Maioridade 1,S
pmdb,Mauro Lopes,MG,74749,Maioridade 2,S
pmdb,Mauro Lopes,MG,74749,Pensão,S
pmdb,Mauro Lopes,MG,74749,Reeleição,S
pmdb,Mauro Lopes,MG,74749,Seguro Desemprego,S
pmdb,Mauro Lopes,MG,74749,Tempo Mandato,S
pmdb,Mauro Lopes,MG,74749,Terceirização,S
pmdb,Mauro Lopes,MG,74749,Transgênico,S
pmdb,Mauro Lopes,MG,74749,Voto Facultativo,S
pmdb,Mauro Lopes,MG,74749,Voto impresso,S
pmdb,Mauro Mariani,SC,141507,Coincidência reeleição,N
pmdb,Mauro Mariani,SC,141507,Cota para mulheres legislativo,S
pmdb,Mauro Mariani,SC,141507,Distritao,N
pmdb,Mauro Mariani,SC,141507,Financiamento privado para partidos,S
pmdb,Mauro Mariani,SC,141507,Financiamento privado para partidos e candidatos,S
pmdb,Mauro Mariani,SC,141507,Maioridade 1,S
pmdb,Mauro Mariani,SC,141507,Maioridade 2,S
pmdb,Mauro Mariani,SC,141507,Pensão,S
pmdb,Mauro Mariani,SC,141507,Reeleição,S
pmdb,Mauro Mariani,SC,141507,Seguro Desemprego,S
pmdb,Mauro Mariani,SC,141507,Tempo Mandato,S
pmdb,Mauro Mariani,SC,141507,Terceirização,S
pmdb,Mauro Mariani,SC,141507,Transgênico,S
pmdb,Mauro Mariani,SC,141507,Voto Facultativo,S
pmdb,Mauro Mariani,SC,141507,Voto impresso,S
pmdb,Mauro Pereira,RS,124411,Coincidência reeleição,S
pmdb,Mauro Pereira,RS,124411,Cota para mulheres legislativo,S
pmdb,Mauro Pereira,RS,124411,Distritao,N
pmdb,Mauro Pereira,RS,124411,Financiamento privado para partidos,S
pmdb,Mauro Pereira,RS,124411,Financiamento privado para partidos e candidatos,S
pmdb,Mauro Pereira,RS,124411,Maioridade 1,S
pmdb,Mauro Pereira,RS,124411,Maioridade 2,S
pmdb,Mauro Pereira,RS,124411,Pensão,S
pmdb,Mauro Pereira,RS,124411,Reeleição,S
pmdb,Mauro Pereira,RS,124411,Seguro Desemprego,N
pmdb,Mauro Pereira,RS,124411,Tempo Mandato,S
pmdb,Mauro Pereira,RS,124411,Terceirização,S
pmdb,Mauro Pereira,RS,124411,Transgênico,S
pmdb,Mauro Pereira,RS,124411,Voto Facultativo,N
pmdb,Mauro Pereira,RS,124411,Voto impresso,S
pmdb,Newton Cardoso Jr,MG,178896,Coincidência reeleição,S
pmdb,Newton Cardoso Jr,MG,178896,Cota para mulheres legislativo,S
pmdb,Newton Cardoso Jr,MG,178896,Distritao,S
pmdb,Newton Cardoso Jr,MG,178896,Financiamento privado para partidos,S
pmdb,Newton Cardoso Jr,MG,178896,Financiamento privado para partidos e candidatos,S
pmdb,Newton Cardoso Jr,MG,178896,Maioridade 1,S
pmdb,Newton Cardoso Jr,MG,178896,Maioridade 2,S
pmdb,Newton Cardoso Jr,MG,178896,Pensão,S
pmdb,Newton Cardoso Jr,MG,178896,Reeleição,S
pmdb,Newton Cardoso Jr,MG,178896,Seguro Desemprego,S
pmdb,Newton Cardoso Jr,MG,178896,Tempo Mandato,S
pmdb,Newton Cardoso Jr,MG,178896,Terceirização,S
pmdb,Newton Cardoso Jr,MG,178896,Transgênico,S
pmdb,Newton Cardoso Jr,MG,178896,Voto Facultativo,N
pmdb,Newton Cardoso Jr,MG,178896,Voto impresso,N
pmdb,Osmar Serraglio,PR,73463,Coincidência reeleição,S
pmdb,Osmar Serraglio,PR,73463,Cota para mulheres legislativo,S
pmdb,Osmar Serraglio,PR,73463,Distritao,S
pmdb,Osmar Serraglio,PR,73463,Financiamento privado para partidos,S
pmdb,Osmar Serraglio,PR,73463,Financiamento privado para partidos e candidatos,S
pmdb,Osmar Serraglio,PR,73463,Maioridade 1,S
pmdb,Osmar Serraglio,PR,73463,Maioridade 2,S
pmdb,Osmar Serraglio,PR,73463,Pensão,S
pmdb,Osmar Serraglio,PR,73463,Reeleição,S
pmdb,Osmar Serraglio,PR,73463,Seguro Desemprego,S
pmdb,Osmar Serraglio,PR,73463,Tempo Mandato,S
pmdb,Osmar Serraglio,PR,73463,Terceirização,S
pmdb,Osmar Serraglio,PR,73463,Transgênico,S
pmdb,Osmar Serraglio,PR,73463,Voto Facultativo,S
pmdb,Osmar Serraglio,PR,73463,Voto impresso,S
pmdb,Osmar Terra,RS,73692,Coincidência reeleição,S
pmdb,Osmar Terra,RS,73692,Cota para mulheres legislativo,S
pmdb,Osmar Terra,RS,73692,Distritao,S
pmdb,Osmar Terra,RS,73692,Financiamento privado para partidos,S
pmdb,Osmar Terra,RS,73692,Financiamento privado para partidos e candidatos,S
pmdb,Osmar Terra,RS,73692,Maioridade 1,N
pmdb,Osmar Terra,RS,73692,Maioridade 2,N
pmdb,Osmar Terra,RS,73692,Pensão,S
pmdb,Osmar Terra,RS,73692,Reeleição,S
pmdb,Osmar Terra,RS,73692,Seguro Desemprego,S
pmdb,Osmar Terra,RS,73692,Tempo Mandato,S
pmdb,Osmar Terra,RS,73692,Terceirização,N
pmdb,Osmar Terra,RS,73692,Transgênico,S
pmdb,Osmar Terra,RS,73692,Voto Facultativo,N
pmdb,Osmar Terra,RS,73692,Voto impresso,S
pmdb,Pedro Chaves,GO,74812,Coincidência reeleição,S
pmdb,Pedro Chaves,GO,74812,Cota para mulheres legislativo,N
pmdb,Pedro Chaves,GO,74812,Distritao,S
pmdb,Pedro Chaves,GO,74812,Financiamento privado para partidos,S
pmdb,Pedro Chaves,GO,74812,Financiamento privado para partidos e candidatos,S
pmdb,Pedro Chaves,GO,74812,Maioridade 1,S
pmdb,Pedro Chaves,GO,74812,Maioridade 2,S
pmdb,Pedro Chaves,GO,74812,Pensão,S
pmdb,Pedro Chaves,GO,74812,Reeleição,S
pmdb,Pedro Chaves,GO,74812,Seguro Desemprego,S
pmdb,Pedro Chaves,GO,74812,Tempo Mandato,S
pmdb,Pedro Chaves,GO,74812,Terceirização,S
pmdb,Pedro Chaves,GO,74812,Transgênico,S
pmdb,Pedro Chaves,GO,74812,Voto Facultativo,N
pmdb,Pedro Chaves,GO,74812,Voto impresso,S
pmdb,Rodrigo Pacheco,MG,178897,Coincidência reeleição,S
pmdb,Rodrigo Pacheco,MG,178897,Cota para mulheres legislativo,N
pmdb,Rodrigo Pacheco,MG,178897,Distritao,S
pmdb,Rodrigo Pacheco,MG,178897,Financiamento privado para partidos,S
pmdb,Rodrigo Pacheco,MG,178897,Financiamento privado para partidos e candidatos,N
pmdb,Rodrigo Pacheco,MG,178897,Maioridade 1,S
pmdb,Rodrigo Pacheco,MG,178897,Maioridade 2,S
pmdb,Rodrigo Pacheco,MG,178897,Pensão,S
pmdb,Rodrigo Pacheco,MG,178897,Reeleição,S
pmdb,Rodrigo Pacheco,MG,178897,Seguro Desemprego,S
pmdb,Rodrigo Pacheco,MG,178897,Tempo Mandato,S
pmdb,Rodrigo Pacheco,MG,178897,Terceirização,S
pmdb,Rodrigo Pacheco,MG,178897,Transgênico,S
pmdb,Rodrigo Pacheco,MG,178897,Voto Facultativo,S
pmdb,Rodrigo Pacheco,MG,178897,Voto impresso,S
pmdb,Rogério Peninha Mendonça,SC,160651,Coincidência reeleição,S
pmdb,Rogério Peninha Mendonça,SC,160651,Cota para mulheres legislativo,N
pmdb,Rogério Peninha Mendonça,SC,160651,Distritao,S
pmdb,Rogério Peninha Mendonça,SC,160651,Financiamento privado para partidos,S
pmdb,Rogério Peninha Mendonça,SC,160651,Financiamento privado para partidos e candidatos,S
pmdb,Rogério Peninha Mendonça,SC,160651,Maioridade 1,S
pmdb,Rogério Peninha Mendonça,SC,160651,Maioridade 2,S
pmdb,Rogério Peninha Mendonça,SC,160651,Pensão,S
pmdb,Rogério Peninha Mendonça,SC,160651,Reeleição,S
pmdb,Rogério Peninha Mendonça,SC,160651,Seguro Desemprego,S
pmdb,Rogério Peninha Mendonça,SC,160651,Tempo Mandato,S
pmdb,Rogério Peninha Mendonça,SC,160651,Terceirização,S
pmdb,Rogério Peninha Mendonça,SC,160651,Transgênico,S
pmdb,Rogério Peninha Mendonça,SC,160651,Voto Facultativo,N
pmdb,Rogério Peninha Mendonça,SC,160651,Voto impresso,S
pmdb,Ronaldo Benedet,SC,160515,Coincidência reeleição,S
pmdb,Ronaldo Benedet,SC,160515,Cota para mulheres legislativo,S
pmdb,Ronaldo Benedet,SC,160515,Distritao,S
pmdb,Ronaldo Benedet,SC,160515,Financiamento privado para partidos,S
pmdb,Ronaldo Benedet,SC,160515,Financiamento privado para partidos e candidatos,N
pmdb,Ronaldo Benedet,SC,160515,Maioridade 1,S
pmdb,Ronaldo Benedet,SC,160515,Maioridade 2,S
pmdb,Ronaldo Benedet,SC,160515,Pensão,S
pmdb,Ronaldo Benedet,SC,160515,Reeleição,S
pmdb,Ronaldo Benedet,SC,160515,Seguro Desemprego,S
pmdb,Ronaldo Benedet,SC,160515,Tempo Mandato,S
pmdb,Ronaldo Benedet,SC,160515,Terceirização,S
pmdb,Ronaldo Benedet,SC,160515,Transgênico,S
pmdb,Ronaldo Benedet,SC,160515,Voto Facultativo,S
pmdb,Ronaldo Benedet,SC,160515,Voto impresso,S
pmdb,Roney Nemer,DF,178870,Coincidência reeleição,S
pmdb,Roney Nemer,DF,178870,Cota para mulheres legislativo,S
pmdb,Roney Nemer,DF,178870,Distritao,S
pmdb,Roney Nemer,DF,178870,Financiamento privado para partidos,S
pmdb,Roney Nemer,DF,178870,Financiamento privado para partidos e candidatos,N
pmdb,Roney Nemer,DF,178870,Maioridade 1,S
pmdb,Roney Nemer,DF,178870,Maioridade 2,S
pmdb,Roney Nemer,DF,178870,Pensão,S
pmdb,Roney Nemer,DF,178870,Reeleição,N
pmdb,Roney Nemer,DF,178870,Seguro Desemprego,S
pmdb,Roney Nemer,DF,178870,Tempo Mandato,S
pmdb,Roney Nemer,DF,178870,Terceirização,S
pmdb,Roney Nemer,DF,178870,Transgênico,S
pmdb,Roney Nemer,DF,178870,Voto Facultativo,S
pmdb,Roney Nemer,DF,178870,Voto impresso,S
pmdb,Saraiva Felipe,MG,74762,Coincidência reeleição,S
pmdb,Saraiva Felipe,MG,74762,Cota para mulheres legislativo,S
pmdb,Saraiva Felipe,MG,74762,Distritao,S
pmdb,Saraiva Felipe,MG,74762,Financiamento privado para partidos,S
pmdb,Saraiva Felipe,MG,74762,Financiamento privado para partidos e candidatos,S
pmdb,Saraiva Felipe,MG,74762,Maioridade 1,N
pmdb,Saraiva Felipe,MG,74762,Maioridade 2,N
pmdb,Saraiva Felipe,MG,74762,Pensão,S
pmdb,Saraiva Felipe,MG,74762,Reeleição,S
pmdb,Saraiva Felipe,MG,74762,Seguro Desemprego,S
pmdb,Saraiva Felipe,MG,74762,Tempo Mandato,S
pmdb,Saraiva Felipe,MG,74762,Terceirização,S
pmdb,Saraiva Felipe,MG,74762,Transgênico,S
pmdb,Saraiva Felipe,MG,74762,Voto Facultativo,N
pmdb,Saraiva Felipe,MG,74762,Voto impresso,S
pmdb,Sergio Souza,PR,178933,Coincidência reeleição,N
pmdb,Sergio Souza,PR,178933,Cota para mulheres legislativo,S
pmdb,Sergio Souza,PR,178933,Distritao,S
pmdb,Sergio Souza,PR,178933,Financiamento privado para partidos,S
pmdb,Sergio Souza,PR,178933,Financiamento privado para partidos e candidatos,S
pmdb,Sergio Souza,PR,178933,Maioridade 1,S
pmdb,Sergio Souza,PR,178933,Maioridade 2,S
pmdb,Sergio Souza,PR,178933,Pensão,S
pmdb,Sergio Souza,PR,178933,Reeleição,S
pmdb,Sergio Souza,PR,178933,Seguro Desemprego,S
pmdb,Sergio Souza,PR,178933,Tempo Mandato,N
pmdb,Sergio Souza,PR,178933,Terceirização,S
pmdb,Sergio Souza,PR,178933,Transgênico,S
pmdb,Sergio Souza,PR,178933,Voto Facultativo,S
pmdb,Sergio Souza,PR,178933,Voto impresso,S
pmdb,Silas Brasileiro,MG,74765,Coincidência reeleição,S
pmdb,Silas Brasileiro,MG,74765,Cota para mulheres legislativo,N
pmdb,Silas Brasileiro,MG,74765,Distritao,S
pmdb,Silas Brasileiro,MG,74765,Financiamento privado para partidos,S
pmdb,Silas Brasileiro,MG,74765,Financiamento privado para partidos e candidatos,S
pmdb,Silas Brasileiro,MG,74765,Maioridade 1,S
pmdb,Silas Brasileiro,MG,74765,Maioridade 2,S
pmdb,Silas Brasileiro,MG,74765,Pensão,S
pmdb,Silas Brasileiro,MG,74765,Reeleição,S
pmdb,Silas Brasileiro,MG,74765,Seguro Desemprego,S
pmdb,Silas Brasileiro,MG,74765,Tempo Mandato,S
pmdb,Silas Brasileiro,MG,74765,Terceirização,S
pmdb,Silas Brasileiro,MG,74765,Transgênico,S
pmdb,Silas Brasileiro,MG,74765,Voto Facultativo,S
pmdb,Silas Brasileiro,MG,74765,Voto impresso,S
pmdb,Simone Morgado,PA,178911,Coincidência reeleição,S
pmdb,Simone Morgado,PA,178911,Cota para mulheres legislativo,S
pmdb,Simone Morgado,PA,178911,Distritao,N
pmdb,Simone Morgado,PA,178911,Financiamento privado para partidos,N
pmdb,Simone Morgado,PA,178911,Financiamento privado para partidos e candidatos,N
pmdb,Simone Morgado,PA,178911,Maioridade 1,N
pmdb,Simone Morgado,PA,178911,Maioridade 2,N
pmdb,Simone Morgado,PA,178911,Pensão,S
pmdb,Simone Morgado,PA,178911,Reeleição,S
pmdb,Simone Morgado,PA,178911,Seguro Desemprego,S
pmdb,Simone Morgado,PA,178911,Tempo Mandato,S
pmdb,Simone Morgado,PA,178911,Terceirização,S
pmdb,Simone Morgado,PA,178911,Transgênico,S
pmdb,Simone Morgado,PA,178911,Voto Facultativo,N
pmdb,Simone Morgado,PA,178911,Voto impresso,S
pmdb,Soraya Santos,RJ,178946,Coincidência reeleição,S
pmdb,Soraya Santos,RJ,178946,Cota para mulheres legislativo,S
pmdb,Soraya Santos,RJ,178946,Distritao,S
pmdb,Soraya Santos,RJ,178946,Financiamento privado para partidos,S
pmdb,Soraya Santos,RJ,178946,Financiamento privado para partidos e candidatos,S
pmdb,Soraya Santos,RJ,178946,Maioridade 1,S
pmdb,Soraya Santos,RJ,178946,Maioridade 2,S
pmdb,Soraya Santos,RJ,178946,Pensão,S
pmdb,Soraya Santos,RJ,178946,Reeleição,S
pmdb,Soraya Santos,RJ,178946,Seguro Desemprego,S
pmdb,Soraya Santos,RJ,178946,Tempo Mandato,S
pmdb,Soraya Santos,RJ,178946,Terceirização,S
pmdb,Soraya Santos,RJ,178946,Transgênico,S
pmdb,Soraya Santos,RJ,178946,Voto Facultativo,S
pmdb,Soraya Santos,RJ,178946,Voto impresso,S
pmdb,Valdir Colatto,SC,74010,Coincidência reeleição,N
pmdb,Valdir Colatto,SC,74010,Cota para mulheres legislativo,S
pmdb,Valdir Colatto,SC,74010,Distritao,S
pmdb,Valdir Colatto,SC,74010,Financiamento privado para partidos,S
pmdb,Valdir Colatto,SC,74010,Financiamento privado para partidos e candidatos,S
pmdb,Valdir Colatto,SC,74010,Maioridade 1,S
pmdb,Valdir Colatto,SC,74010,Maioridade 2,S
pmdb,Valdir Colatto,SC,74010,Pensão,S
pmdb,Valdir Colatto,SC,74010,Reeleição,S
pmdb,Valdir Colatto,SC,74010,Seguro Desemprego,S
pmdb,Valdir Colatto,SC,74010,Tempo Mandato,S
pmdb,Valdir Colatto,SC,74010,Terceirização,S
pmdb,Valdir Colatto,SC,74010,Transgênico,S
pmdb,Valdir Colatto,SC,74010,Voto Facultativo,N
pmdb,Valdir Colatto,SC,74010,Voto impresso,S
pmdb,Veneziano Vital do Rêgo,PB,178913,Coincidência reeleição,S
pmdb,Veneziano Vital do Rêgo,PB,178913,Cota para mulheres legislativo,S
pmdb,Veneziano Vital do Rêgo,PB,178913,Distritao,S
pmdb,Veneziano Vital do Rêgo,PB,178913,Financiamento privado para partidos,S
pmdb,Veneziano Vital do Rêgo,PB,178913,Financiamento privado para partidos e candidatos,S
pmdb,Veneziano Vital do Rêgo,PB,178913,Maioridade 1,S
pmdb,Veneziano Vital do Rêgo,PB,178913,Maioridade 2,S
pmdb,Veneziano Vital do Rêgo,PB,178913,Pensão,N
pmdb,Veneziano Vital do Rêgo,PB,178913,Reeleição,S
pmdb,Veneziano Vital do Rêgo,PB,178913,Seguro Desemprego,S
pmdb,Veneziano Vital do Rêgo,PB,178913,Tempo Mandato,S
pmdb,Veneziano Vital do Rêgo,PB,178913,Terceirização,S
pmdb,Veneziano Vital do Rêgo,PB,178913,Transgênico,S
pmdb,Veneziano Vital do Rêgo,PB,178913,Voto Facultativo,N
pmdb,Veneziano Vital do Rêgo,PB,178913,Voto impresso,S
pmdb,Vitor Valim,CE,178869,Coincidência reeleição,S
pmdb,Vitor Valim,CE,178869,Cota para mulheres legislativo,S
pmdb,Vitor Valim,CE,178869,Distritao,S
pmdb,Vitor Valim,CE,178869,Financiamento privado para partidos,S
pmdb,Vitor Valim,CE,178869,Financiamento privado para partidos e candidatos,N
pmdb,Vitor Valim,CE,178869,Maioridade 1,S
pmdb,Vitor Valim,CE,178869,Maioridade 2,S
pmdb,Vitor Valim,CE,178869,Pensão,N
pmdb,Vitor Valim,CE,178869,Reeleição,S
pmdb,Vitor Valim,CE,178869,Seguro Desemprego,N
pmdb,Vitor Valim,CE,178869,Tempo Mandato,S
pmdb,Vitor Valim,CE,178869,Terceirização,N
pmdb,Vitor Valim,CE,178869,Transgênico,S
pmdb,Vitor Valim,CE,178869,Voto Facultativo,S
pmdb,Vitor Valim,CE,178869,Voto impresso,S
pmdb,Walter Alves,RN,178952,Coincidência reeleição,S
pmdb,Walter Alves,RN,178952,Cota para mulheres legislativo,S
pmdb,Walter Alves,RN,178952,Distritao,S
pmdb,Walter Alves,RN,178952,Financiamento privado para partidos,S
pmdb,Walter Alves,RN,178952,Financiamento privado para partidos e candidatos,S
pmdb,Walter Alves,RN,178952,Maioridade 1,S
pmdb,Walter Alves,RN,178952,Maioridade 2,S
pmdb,Walter Alves,RN,178952,Pensão,S
pmdb,Walter Alves,RN,178952,Reeleição,S
pmdb,Walter Alves,RN,178952,Seguro Desemprego,S
pmdb,Walter Alves,RN,178952,Tempo Mandato,S
pmdb,Walter Alves,RN,178952,Terceirização,S
pmdb,Walter Alves,RN,178952,Transgênico,S
pmdb,Walter Alves,RN,178952,Voto Facultativo,S
pmdb,Walter Alves,RN,178952,Voto impresso,S
pmdb,Washington Reis,RJ,160620,Coincidência reeleição,S
pmdb,Washington Reis,RJ,160620,Cota para mulheres legislativo,S
pmdb,Washington Reis,RJ,160620,Distritao,S
pmdb,Washington Reis,RJ,160620,Financiamento privado para partidos,S
pmdb,Washington Reis,RJ,160620,Financiamento privado para partidos e candidatos,S
pmdb,Washington Reis,RJ,160620,Maioridade 1,N
pmdb,Washington Reis,RJ,160620,Maioridade 2,N
pmdb,Washington Reis,RJ,160620,Pensão,S
pmdb,Washington Reis,RJ,160620,Reeleição,S
pmdb,Washington Reis,RJ,160620,Seguro Desemprego,S
pmdb,Washington Reis,RJ,160620,Tempo Mandato,S
pmdb,Washington Reis,RJ,160620,Terceirização,S
pmdb,Washington Reis,RJ,160620,Transgênico,S
pmdb,Washington Reis,RJ,160620,Voto Facultativo,S
pmdb,Washington Reis,RJ,160620,Voto impresso,S
pmn,Antônio Jácome,RN,178950,Coincidência reeleição,S
pmn,Antônio Jácome,RN,178950,Cota para mulheres legislativo,S
pmn,Antônio Jácome,RN,178950,Distritao,N
pmn,Antônio Jácome,RN,178950,Financiamento privado para partidos,S
pmn,Antônio Jácome,RN,178950,Financiamento privado para partidos e candidatos,N
pmn,Antônio Jácome,RN,178950,Maioridade 1,S
pmn,Antônio Jácome,RN,178950,Maioridade 2,S
pmn,Antônio Jácome,RN,178950,Pensão,N
pmn,Antônio Jácome,RN,178950,Reeleição,S
pmn,Antônio Jácome,RN,178950,Seguro Desemprego,N
pmn,Antônio Jácome,RN,178950,Tempo Mandato,N
pmn,Antônio Jácome,RN,178950,Terceirização,S
pmn,Antônio Jácome,RN,178950,Transgênico,S
pmn,Antônio Jácome,RN,178950,Voto Facultativo,S
pmn,Antônio Jácome,RN,178950,Voto impresso,S
pmn,Dâmina Pereira,MG,178892,Coincidência reeleição,S
pmn,Dâmina Pereira,MG,178892,Cota para mulheres legislativo,S
pmn,Dâmina Pereira,MG,178892,Distritao,N
pmn,Dâmina Pereira,MG,178892,Financiamento privado para partidos,S
pmn,Dâmina Pereira,MG,178892,Financiamento privado para partidos e candidatos,S
pmn,Dâmina Pereira,MG,178892,Maioridade 1,S
pmn,Dâmina Pereira,MG,178892,Maioridade 2,S
pmn,Dâmina Pereira,MG,178892,Pensão,S
pmn,Dâmina Pereira,MG,178892,Reeleição,S
pmn,Dâmina Pereira,MG,178892,Seguro Desemprego,S
pmn,Dâmina Pereira,MG,178892,Tempo Mandato,S
pmn,Dâmina Pereira,MG,178892,Terceirização,S
pmn,Dâmina Pereira,MG,178892,Transgênico,S
pmn,Dâmina Pereira,MG,178892,Voto Facultativo,N
pmn,Dâmina Pereira,MG,178892,Voto impresso,S
pmn,Hiran Gonçalves,RR,178959,Coincidência reeleição,N
pmn,Hiran Gonçalves,RR,178959,Cota para mulheres legislativo,S
pmn,Hiran Gonçalves,RR,178959,Distritao,S
pmn,Hiran Gonçalves,RR,178959,Financiamento privado para partidos,S
pmn,Hiran Gonçalves,RR,178959,Financiamento privado para partidos e candidatos,N
pmn,Hiran Gonçalves,RR,178959,Maioridade 1,S
pmn,Hiran Gonçalves,RR,178959,Maioridade 2,S
pmn,Hiran Gonçalves,RR,178959,Pensão,S
pmn,Hiran Gonçalves,RR,178959,Reeleição,S
pmn,Hiran Gonçalves,RR,178959,Seguro Desemprego,S
pmn,Hiran Gonçalves,RR,178959,Tempo Mandato,N
pmn,Hiran Gonçalves,RR,178959,Terceirização,S
pmn,Hiran Gonçalves,RR,178959,Transgênico,S
pmn,Hiran Gonçalves,RR,178959,Voto Facultativo,N
pmn,Hiran Gonçalves,RR,178959,Voto impresso,N
pp,Afonso Hamm,RS,136811,Coincidência reeleição,S
pp,Afonso Hamm,RS,136811,Cota para mulheres legislativo,N
pp,Afonso Hamm,RS,136811,Distritao,N
pp,Afonso Hamm,RS,136811,Financiamento privado para partidos,N
pp,Afonso Hamm,RS,136811,Financiamento privado para partidos e candidatos,N
pp,Afonso Hamm,RS,136811,Maioridade 1,S
pp,Afonso Hamm,RS,136811,Maioridade 2,S
pp,Afonso Hamm,RS,136811,Pensão,N
pp,Afonso Hamm,RS,136811,Reeleição,S
pp,Afonso Hamm,RS,136811,Seguro Desemprego,N
pp,Afonso Hamm,RS,136811,Tempo Mandato,S
pp,Afonso Hamm,RS,136811,Terceirização,S
pp,Afonso Hamm,RS,136811,Transgênico,S
pp,Afonso Hamm,RS,136811,Voto Facultativo,N
pp,Afonso Hamm,RS,136811,Voto impresso,S
pp,Aguinaldo Ribeiro,PB,160527,Coincidência reeleição,S
pp,Aguinaldo Ribeiro,PB,160527,Cota para mulheres legislativo,N
pp,Aguinaldo Ribeiro,PB,160527,Distritao,S
pp,Aguinaldo Ribeiro,PB,160527,Financiamento privado para partidos,S
pp,Aguinaldo Ribeiro,PB,160527,Financiamento privado para partidos e candidatos,S
pp,Aguinaldo Ribeiro,PB,160527,Maioridade 1,S
pp,Aguinaldo Ribeiro,PB,160527,Maioridade 2,S
pp,Aguinaldo Ribeiro,PB,160527,Pensão,S
pp,Aguinaldo Ribeiro,PB,160527,Reeleição,S
pp,Aguinaldo Ribeiro,PB,160527,Seguro Desemprego,S
pp,Aguinaldo Ribeiro,PB,160527,Tempo Mandato,S
pp,Aguinaldo Ribeiro,PB,160527,Terceirização,S
pp,Aguinaldo Ribeiro,PB,160527,Transgênico,S
pp,Aguinaldo Ribeiro,PB,160527,Voto Facultativo,N
pp,Aguinaldo Ribeiro,PB,160527,Voto impresso,S
pp,Arthur Lira,AL,160541,Coincidência reeleição,S
pp,Arthur Lira,AL,160541,Cota para mulheres legislativo,N
pp,Arthur Lira,AL,160541,Distritao,S
pp,Arthur Lira,AL,160541,Financiamento privado para partidos,S
pp,Arthur Lira,AL,160541,Financiamento privado para partidos e candidatos,S
pp,Arthur Lira,AL,160541,Maioridade 1,S
pp,Arthur Lira,AL,160541,Maioridade 2,S
pp,Arthur Lira,AL,160541,Pensão,S
pp,Arthur Lira,AL,160541,Reeleição,S
pp,Arthur Lira,AL,160541,Seguro Desemprego,S
pp,Arthur Lira,AL,160541,Tempo Mandato,N
pp,Arthur Lira,AL,160541,Terceirização,S
pp,Arthur Lira,AL,160541,Transgênico,S
pp,Arthur Lira,AL,160541,Voto Facultativo,S
pp,Arthur Lira,AL,160541,Voto impresso,S
pp,Beto Rosado,RN,178948,Coincidência reeleição,S
pp,Beto Rosado,RN,178948,Cota para mulheres legislativo,N
pp,Beto Rosado,RN,178948,Distritao,N
pp,Beto Rosado,RN,178948,Financiamento privado para partidos,S
